=== SINGULARITÄTS-TEST BIS 10.000 - FIXED ===
Teste 1229 Primzahlen...

=== SUCHE RATIO ≈ 2.806 ± 0.3, Δφ < 5.0° ===
Filter: Amp > 100, symmetrische Ratio

1.  211-  53 | Ratio: 2.598 | Δφ: -1.51° | Amp: 282,109
214.  433- 107 | Ratio: 2.628 | Δφ: -1.19° | Amp: 464,177

215.  439- 107 | Ratio: 2.653 | Δφ: -1.21° | Amp: 469,177

216.  443- 107 | Ratio: 2.670 | Δφ: -1.21° | Amp: 472,177

217.  449- 107 | Ratio: 2.695 | Δφ: -1.22° | Amp: 476,177

218.  457- 107 | Ratio: 2.728 | Δφ: -1.24° | Amp: 482,177

219.  461- 107 | Ratio: 2.745 | Δφ: -1.24° | Amp: 485,177

220.  463- 107 | Ratio: 2.753 | Δφ: -1.25° | Amp: 486,177

221.  467- 107 | Ratio: 2.770 | Δφ: -1.25° | Amp: 489,177

222.  479- 107 | Ratio: 2.819 | Δφ: -1.27° | Amp: 498,177

223.  487- 107 | Ratio: 2.852 | Δφ: -1.29° | Amp: 504,177

224.  491- 107 | Ratio: 2.868 | Δφ: -1.29° | Amp: 506,177

225.  499- 107 | Ratio: 2.901 | Δφ: -1.30° | Amp: 512,177

226.  503- 107 | Ratio: 2.917 | Δφ: -1.31° | Amp: 515,177

227.  509- 107 | Ratio: 2.940 | Δφ: -1.32° | Amp: 519,177

228.  521- 107 | Ratio: 2.989 | Δφ: -1.34° | Amp: 528,177

229.  523- 107 | Ratio: 2.997 | Δφ: -1.34° | Amp: 529,177

230.  541- 107 | Ratio: 3.069 | Δφ: -1.37° | Amp: 542,177

231.  547- 107 | Ratio: 3.092 | Δφ: -1.38° | Amp: 546,177

232.  419- 109 | Ratio: 2.536 | Δφ: -1.02° | Amp: 454,179

233.  421- 109 | Ratio: 2.545 | Δφ: -1.03° | Amp: 455,179

234.  431- 109 | Ratio: 2.587 | Δφ: -1.05° | Amp: 463,179

235.  433- 109 | Ratio: 2.595 | Δφ: -1.05° | Amp: 464,179

236.  439- 109 | Ratio: 2.620 | Δφ: -1.06° | Amp: 469,179

237.  443- 109 | Ratio: 2.637 | Δφ: -1.07° | Amp: 472,179

238.  449- 109 | Ratio: 2.662 | Δφ: -1.08° | Amp: 476,179

239.  457- 109 | Ratio: 2.694 | Δφ: -1.09° | Amp: 482,179

240.  461- 109 | Ratio: 2.711 | Δφ: -1.10° | Amp: 485,179

241.  463- 109 | Ratio: 2.719 | Δφ: -1.10° | Amp: 486,179

242.  467- 109 | Ratio: 2.735 | Δφ: -1.11° | Amp: 489,179

243.  479- 109 | Ratio: 2.784 | Δφ: -1.13° | Amp: 498,179

244.  487- 109 | Ratio: 2.817 | Δφ: -1.14° | Amp: 504,179

245.  491- 109 | Ratio: 2.832 | Δφ: -1.15° | Amp: 506,179

246.  499- 109 | Ratio: 2.864 | Δφ: -1.16° | Amp: 512,179

247.  503- 109 | Ratio: 2.880 | Δφ: -1.17° | Amp: 515,179

248.  509- 109 | Ratio: 2.904 | Δφ: -1.18° | Amp: 519,179

249.  521- 109 | Ratio: 2.952 | Δφ: -1.20° | Amp: 528,179

250.  523- 109 | Ratio: 2.960 | Δφ: -1.20° | Amp: 529,179

251.  541- 109 | Ratio: 3.031 | Δφ: -1.23° | Amp: 542,179

252.  547- 109 | Ratio: 3.054 | Δφ: -1.24° | Amp: 546,179

253.  557- 109 | Ratio: 3.093 | Δφ: -1.25° | Amp: 553,179

254.  431- 113 | Ratio: 2.526 | Δφ: -1.07° | Amp: 463,183

255.  433- 113 | Ratio: 2.534 | Δφ: -1.07° | Amp: 464,183

256.  439- 113 | Ratio: 2.558 | Δφ: -1.08° | Amp: 469,183

257.  443- 113 | Ratio: 2.575 | Δφ: -1.09° | Amp: 472,183

258.  449- 113 | Ratio: 2.599 | Δφ: -1.10° | Amp: 476,183

259.  457- 113 | Ratio: 2.631 | Δφ: -1.11° | Amp: 482,183

260.  461- 113 | Ratio: 2.647 | Δφ: -1.12° | Amp: 485,183

261.  463- 113 | Ratio: 2.654 | Δφ: -1.12° | Amp: 486,183

262.  467- 113 | Ratio: 2.671 | Δφ: -1.13° | Amp: 489,183

263.  479- 113 | Ratio: 2.718 | Δφ: -1.15° | Amp: 498,183

264.  487- 113 | Ratio: 2.750 | Δφ: -1.16° | Amp: 504,183

265.  491- 113 | Ratio: 2.765 | Δφ: -1.17° | Amp: 506,183

266.  499- 113 | Ratio: 2.797 | Δφ: -1.18° | Amp: 512,183

267.  503- 113 | Ratio: 2.812 | Δφ: -1.19° | Amp: 515,183

268.  509- 113 | Ratio: 2.835 | Δφ: -1.20° | Amp: 519,183

269.  521- 113 | Ratio: 2.883 | Δφ: -1.22° | Amp: 528,183

270.  523- 113 | Ratio: 2.890 | Δφ: -1.22° | Amp: 529,183

